test_data\images\DJI_0009_patch_00.JPG test_data\masks\DJI_0009_patch_00.JPG
test_data\images\DJI_1000_patch_04.JPG test_data\masks\DJI_1000_patch_04.JPG
test_data\images\DJI_1000_patch_05.JPG test_data\masks\DJI_1000_patch_05.JPG
test_data\images\DJI_1000_patch_06.JPG test_data\masks\DJI_1000_patch_06.JPG
test_data\images\DJI_1000_patch_10.JPG test_data\masks\DJI_1000_patch_10.JPG
test_data\images\DJI_1000_patch_11.JPG test_data\masks\DJI_1000_patch_11.JPG
test_data\images\DJI_1000_patch_12.JPG test_data\masks\DJI_1000_patch_12.JPG
test_data\images\DJI_1000_patch_13.JPG test_data\masks\DJI_1000_patch_13.JPG
test_data\images\DJI_1000_patch_14.JPG test_data\masks\DJI_1000_patch_14.JPG
test_data\images\DJI_1000_patch_15.JPG test_data\masks\DJI_1000_patch_15.JPG
test_data\images\DJI_1000_patch_16.JPG test_data\masks\DJI_1000_patch_16.JPG
test_data\images\DJI_1000_patch_20.JPG test_data\masks\DJI_1000_patch_20.JPG
test_data\images\DJI_1000_patch_21.JPG test_data\masks\DJI_1000_patch_21.JPG
test_data\images\DJI_1000_patch_22.JPG test_data\masks\DJI_1000_patch_22.JPG
test_data\images\DJI_1000_patch_23.JPG test_data\masks\DJI_1000_patch_23.JPG
test_data\images\DJI_1000_patch_24.JPG test_data\masks\DJI_1000_patch_24.JPG
test_data\images\DJI_1000_patch_25.JPG test_data\masks\DJI_1000_patch_25.JPG
test_data\images\DJI_1000_patch_26.JPG test_data\masks\DJI_1000_patch_26.JPG
test_data\images\DJI_1000_patch_30.JPG test_data\masks\DJI_1000_patch_30.JPG
test_data\images\DJI_1000_patch_31.JPG test_data\masks\DJI_1000_patch_31.JPG
test_data\images\DJI_1000_patch_32.JPG test_data\masks\DJI_1000_patch_32.JPG
test_data\images\DJI_1000_patch_33.JPG test_data\masks\DJI_1000_patch_33.JPG
test_data\images\DJI_1000_patch_34.JPG test_data\masks\DJI_1000_patch_34.JPG
test_data\images\DJI_1000_patch_35.JPG test_data\masks\DJI_1000_patch_35.JPG
test_data\images\DJI_1000_patch_36.JPG test_data\masks\DJI_1000_patch_36.JPG
test_data\images\DJI_1000_patch_40.JPG test_data\masks\DJI_1000_patch_40.JPG
test_data\images\DJI_1000_patch_41.JPG test_data\masks\DJI_1000_patch_41.JPG
test_data\images\DJI_1000_patch_42.JPG test_data\masks\DJI_1000_patch_42.JPG
test_data\images\DJI_1000_patch_43.JPG test_data\masks\DJI_1000_patch_43.JPG
test_data\images\DJI_1000_patch_44.JPG test_data\masks\DJI_1000_patch_44.JPG
test_data\images\DJI_1000_patch_45.JPG test_data\masks\DJI_1000_patch_45.JPG
test_data\images\DJI_1000_patch_46.JPG test_data\masks\DJI_1000_patch_46.JPG
test_data\images\DJI_1002_patch_00.JPG test_data\masks\DJI_1002_patch_00.JPG
test_data\images\DJI_1002_patch_01.JPG test_data\masks\DJI_1002_patch_01.JPG
test_data\images\DJI_1002_patch_02.JPG test_data\masks\DJI_1002_patch_02.JPG
test_data\images\DJI_1002_patch_03.JPG test_data\masks\DJI_1002_patch_03.JPG
test_data\images\DJI_1002_patch_04.JPG test_data\masks\DJI_1002_patch_04.JPG
test_data\images\DJI_1002_patch_05.JPG test_data\masks\DJI_1002_patch_05.JPG
test_data\images\DJI_1002_patch_06.JPG test_data\masks\DJI_1002_patch_06.JPG
test_data\images\DJI_1002_patch_10.JPG test_data\masks\DJI_1002_patch_10.JPG
test_data\images\DJI_1002_patch_11.JPG test_data\masks\DJI_1002_patch_11.JPG
test_data\images\DJI_1002_patch_12.JPG test_data\masks\DJI_1002_patch_12.JPG
test_data\images\DJI_1002_patch_13.JPG test_data\masks\DJI_1002_patch_13.JPG
test_data\images\DJI_1002_patch_14.JPG test_data\masks\DJI_1002_patch_14.JPG
test_data\images\DJI_1002_patch_15.JPG test_data\masks\DJI_1002_patch_15.JPG
test_data\images\DJI_1002_patch_16.JPG test_data\masks\DJI_1002_patch_16.JPG
test_data\images\DJI_1002_patch_20.JPG test_data\masks\DJI_1002_patch_20.JPG
test_data\images\DJI_1002_patch_21.JPG test_data\masks\DJI_1002_patch_21.JPG
test_data\images\DJI_1002_patch_22.JPG test_data\masks\DJI_1002_patch_22.JPG
test_data\images\DJI_1002_patch_23.JPG test_data\masks\DJI_1002_patch_23.JPG
test_data\images\DJI_1002_patch_24.JPG test_data\masks\DJI_1002_patch_24.JPG
test_data\images\DJI_1002_patch_25.JPG test_data\masks\DJI_1002_patch_25.JPG
test_data\images\DJI_1002_patch_26.JPG test_data\masks\DJI_1002_patch_26.JPG
test_data\images\DJI_1002_patch_30.JPG test_data\masks\DJI_1002_patch_30.JPG
test_data\images\DJI_1002_patch_31.JPG test_data\masks\DJI_1002_patch_31.JPG
test_data\images\DJI_1002_patch_32.JPG test_data\masks\DJI_1002_patch_32.JPG
test_data\images\DJI_1002_patch_33.JPG test_data\masks\DJI_1002_patch_33.JPG
test_data\images\DJI_1002_patch_34.JPG test_data\masks\DJI_1002_patch_34.JPG
test_data\images\DJI_1002_patch_35.JPG test_data\masks\DJI_1002_patch_35.JPG
test_data\images\DJI_1002_patch_36.JPG test_data\masks\DJI_1002_patch_36.JPG
test_data\images\DJI_1002_patch_40.JPG test_data\masks\DJI_1002_patch_40.JPG
test_data\images\DJI_1002_patch_41.JPG test_data\masks\DJI_1002_patch_41.JPG
test_data\images\DJI_1002_patch_42.JPG test_data\masks\DJI_1002_patch_42.JPG
test_data\images\DJI_1002_patch_43.JPG test_data\masks\DJI_1002_patch_43.JPG
test_data\images\DJI_1002_patch_44.JPG test_data\masks\DJI_1002_patch_44.JPG
test_data\images\DJI_1002_patch_45.JPG test_data\masks\DJI_1002_patch_45.JPG
test_data\images\DJI_1002_patch_46.JPG test_data\masks\DJI_1002_patch_46.JPG
test_data\images\DJI_1003_patch_00.JPG test_data\masks\DJI_1003_patch_00.JPG
test_data\images\DJI_1003_patch_01.JPG test_data\masks\DJI_1003_patch_01.JPG
test_data\images\DJI_1003_patch_02.JPG test_data\masks\DJI_1003_patch_02.JPG
test_data\images\DJI_1003_patch_03.JPG test_data\masks\DJI_1003_patch_03.JPG
test_data\images\DJI_1003_patch_04.JPG test_data\masks\DJI_1003_patch_04.JPG
test_data\images\DJI_1003_patch_05.JPG test_data\masks\DJI_1003_patch_05.JPG
test_data\images\DJI_1003_patch_06.JPG test_data\masks\DJI_1003_patch_06.JPG
test_data\images\DJI_1003_patch_10.JPG test_data\masks\DJI_1003_patch_10.JPG
test_data\images\DJI_1003_patch_11.JPG test_data\masks\DJI_1003_patch_11.JPG
test_data\images\DJI_1003_patch_12.JPG test_data\masks\DJI_1003_patch_12.JPG
test_data\images\DJI_1003_patch_13.JPG test_data\masks\DJI_1003_patch_13.JPG
test_data\images\DJI_1003_patch_14.JPG test_data\masks\DJI_1003_patch_14.JPG
test_data\images\DJI_1003_patch_15.JPG test_data\masks\DJI_1003_patch_15.JPG
test_data\images\DJI_1003_patch_16.JPG test_data\masks\DJI_1003_patch_16.JPG
test_data\images\DJI_1003_patch_20.JPG test_data\masks\DJI_1003_patch_20.JPG
test_data\images\DJI_1003_patch_21.JPG test_data\masks\DJI_1003_patch_21.JPG
test_data\images\DJI_1003_patch_22.JPG test_data\masks\DJI_1003_patch_22.JPG
test_data\images\DJI_1003_patch_23.JPG test_data\masks\DJI_1003_patch_23.JPG
test_data\images\DJI_1003_patch_24.JPG test_data\masks\DJI_1003_patch_24.JPG
test_data\images\DJI_1003_patch_25.JPG test_data\masks\DJI_1003_patch_25.JPG
test_data\images\DJI_1003_patch_26.JPG test_data\masks\DJI_1003_patch_26.JPG
test_data\images\DJI_1003_patch_30.JPG test_data\masks\DJI_1003_patch_30.JPG
test_data\images\DJI_1003_patch_31.JPG test_data\masks\DJI_1003_patch_31.JPG
test_data\images\DJI_1003_patch_32.JPG test_data\masks\DJI_1003_patch_32.JPG
test_data\images\DJI_1003_patch_33.JPG test_data\masks\DJI_1003_patch_33.JPG
test_data\images\DJI_1003_patch_34.JPG test_data\masks\DJI_1003_patch_34.JPG
test_data\images\DJI_1003_patch_35.JPG test_data\masks\DJI_1003_patch_35.JPG
test_data\images\DJI_1003_patch_36.JPG test_data\masks\DJI_1003_patch_36.JPG
test_data\images\DJI_1003_patch_40.JPG test_data\masks\DJI_1003_patch_40.JPG
test_data\images\DJI_1003_patch_41.JPG test_data\masks\DJI_1003_patch_41.JPG
test_data\images\DJI_1003_patch_42.JPG test_data\masks\DJI_1003_patch_42.JPG
test_data\images\DJI_1003_patch_43.JPG test_data\masks\DJI_1003_patch_43.JPG
test_data\images\DJI_1003_patch_44.JPG test_data\masks\DJI_1003_patch_44.JPG
test_data\images\DJI_1003_patch_45.JPG test_data\masks\DJI_1003_patch_45.JPG
test_data\images\DJI_1003_patch_46.JPG test_data\masks\DJI_1003_patch_46.JPG
test_data\images\DJI_1007_patch_00.JPG test_data\masks\DJI_1007_patch_00.JPG
test_data\images\DJI_1007_patch_01.JPG test_data\masks\DJI_1007_patch_01.JPG
test_data\images\DJI_1007_patch_02.JPG test_data\masks\DJI_1007_patch_02.JPG
test_data\images\DJI_1007_patch_03.JPG test_data\masks\DJI_1007_patch_03.JPG
test_data\images\DJI_1007_patch_04.JPG test_data\masks\DJI_1007_patch_04.JPG
test_data\images\DJI_1007_patch_05.JPG test_data\masks\DJI_1007_patch_05.JPG
test_data\images\DJI_1007_patch_06.JPG test_data\masks\DJI_1007_patch_06.JPG
test_data\images\DJI_1007_patch_10.JPG test_data\masks\DJI_1007_patch_10.JPG
test_data\images\DJI_1007_patch_11.JPG test_data\masks\DJI_1007_patch_11.JPG
test_data\images\DJI_1007_patch_12.JPG test_data\masks\DJI_1007_patch_12.JPG
test_data\images\DJI_1007_patch_13.JPG test_data\masks\DJI_1007_patch_13.JPG
test_data\images\DJI_1007_patch_14.JPG test_data\masks\DJI_1007_patch_14.JPG
test_data\images\DJI_1007_patch_15.JPG test_data\masks\DJI_1007_patch_15.JPG
test_data\images\DJI_1007_patch_16.JPG test_data\masks\DJI_1007_patch_16.JPG
test_data\images\DJI_1007_patch_20.JPG test_data\masks\DJI_1007_patch_20.JPG
test_data\images\DJI_1007_patch_21.JPG test_data\masks\DJI_1007_patch_21.JPG
test_data\images\DJI_1007_patch_22.JPG test_data\masks\DJI_1007_patch_22.JPG
test_data\images\DJI_1007_patch_23.JPG test_data\masks\DJI_1007_patch_23.JPG
test_data\images\DJI_1007_patch_24.JPG test_data\masks\DJI_1007_patch_24.JPG
test_data\images\DJI_1007_patch_25.JPG test_data\masks\DJI_1007_patch_25.JPG
test_data\images\DJI_1007_patch_26.JPG test_data\masks\DJI_1007_patch_26.JPG
test_data\images\DJI_1007_patch_30.JPG test_data\masks\DJI_1007_patch_30.JPG
test_data\images\DJI_1007_patch_31.JPG test_data\masks\DJI_1007_patch_31.JPG
test_data\images\DJI_1007_patch_32.JPG test_data\masks\DJI_1007_patch_32.JPG
test_data\images\DJI_1007_patch_33.JPG test_data\masks\DJI_1007_patch_33.JPG
test_data\images\DJI_1007_patch_34.JPG test_data\masks\DJI_1007_patch_34.JPG
test_data\images\DJI_1007_patch_35.JPG test_data\masks\DJI_1007_patch_35.JPG
test_data\images\DJI_1007_patch_36.JPG test_data\masks\DJI_1007_patch_36.JPG
test_data\images\DJI_1007_patch_40.JPG test_data\masks\DJI_1007_patch_40.JPG
test_data\images\DJI_1007_patch_41.JPG test_data\masks\DJI_1007_patch_41.JPG
test_data\images\DJI_1007_patch_42.JPG test_data\masks\DJI_1007_patch_42.JPG
test_data\images\DJI_1007_patch_43.JPG test_data\masks\DJI_1007_patch_43.JPG
test_data\images\DJI_1007_patch_44.JPG test_data\masks\DJI_1007_patch_44.JPG
test_data\images\DJI_1007_patch_45.JPG test_data\masks\DJI_1007_patch_45.JPG
test_data\images\DJI_1007_patch_46.JPG test_data\masks\DJI_1007_patch_46.JPG
test_data\images\DJI_1013_patch_00.JPG test_data\masks\DJI_1013_patch_00.JPG
test_data\images\DJI_1013_patch_01.JPG test_data\masks\DJI_1013_patch_01.JPG
test_data\images\DJI_1013_patch_02.JPG test_data\masks\DJI_1013_patch_02.JPG
test_data\images\DJI_1013_patch_03.JPG test_data\masks\DJI_1013_patch_03.JPG
test_data\images\DJI_1013_patch_04.JPG test_data\masks\DJI_1013_patch_04.JPG
test_data\images\DJI_1013_patch_05.JPG test_data\masks\DJI_1013_patch_05.JPG
test_data\images\DJI_1013_patch_06.JPG test_data\masks\DJI_1013_patch_06.JPG
test_data\images\DJI_1013_patch_10.JPG test_data\masks\DJI_1013_patch_10.JPG
test_data\images\DJI_1013_patch_11.JPG test_data\masks\DJI_1013_patch_11.JPG
test_data\images\DJI_1013_patch_12.JPG test_data\masks\DJI_1013_patch_12.JPG
test_data\images\DJI_1013_patch_13.JPG test_data\masks\DJI_1013_patch_13.JPG
test_data\images\DJI_1013_patch_14.JPG test_data\masks\DJI_1013_patch_14.JPG
test_data\images\DJI_1013_patch_15.JPG test_data\masks\DJI_1013_patch_15.JPG
test_data\images\DJI_1013_patch_16.JPG test_data\masks\DJI_1013_patch_16.JPG
test_data\images\DJI_1013_patch_20.JPG test_data\masks\DJI_1013_patch_20.JPG
test_data\images\DJI_1013_patch_21.JPG test_data\masks\DJI_1013_patch_21.JPG
test_data\images\DJI_1013_patch_22.JPG test_data\masks\DJI_1013_patch_22.JPG
test_data\images\DJI_1013_patch_23.JPG test_data\masks\DJI_1013_patch_23.JPG
test_data\images\DJI_1013_patch_24.JPG test_data\masks\DJI_1013_patch_24.JPG
test_data\images\DJI_1013_patch_25.JPG test_data\masks\DJI_1013_patch_25.JPG
test_data\images\DJI_1013_patch_26.JPG test_data\masks\DJI_1013_patch_26.JPG
test_data\images\DJI_1013_patch_30.JPG test_data\masks\DJI_1013_patch_30.JPG
test_data\images\DJI_1013_patch_31.JPG test_data\masks\DJI_1013_patch_31.JPG
test_data\images\DJI_1013_patch_32.JPG test_data\masks\DJI_1013_patch_32.JPG
test_data\images\DJI_1013_patch_33.JPG test_data\masks\DJI_1013_patch_33.JPG
test_data\images\DJI_1013_patch_34.JPG test_data\masks\DJI_1013_patch_34.JPG
test_data\images\DJI_1013_patch_35.JPG test_data\masks\DJI_1013_patch_35.JPG
test_data\images\DJI_1013_patch_36.JPG test_data\masks\DJI_1013_patch_36.JPG
test_data\images\DJI_1013_patch_40.JPG test_data\masks\DJI_1013_patch_40.JPG
test_data\images\DJI_1013_patch_41.JPG test_data\masks\DJI_1013_patch_41.JPG
test_data\images\DJI_1013_patch_42.JPG test_data\masks\DJI_1013_patch_42.JPG
test_data\images\DJI_1013_patch_43.JPG test_data\masks\DJI_1013_patch_43.JPG
test_data\images\DJI_1013_patch_44.JPG test_data\masks\DJI_1013_patch_44.JPG
test_data\images\DJI_1013_patch_45.JPG test_data\masks\DJI_1013_patch_45.JPG
test_data\images\DJI_1013_patch_46.JPG test_data\masks\DJI_1013_patch_46.JPG
test_data\images\DJI_1017_patch_00.JPG test_data\masks\DJI_1017_patch_00.JPG
test_data\images\DJI_1017_patch_01.JPG test_data\masks\DJI_1017_patch_01.JPG
test_data\images\DJI_1017_patch_02.JPG test_data\masks\DJI_1017_patch_02.JPG
test_data\images\DJI_1017_patch_03.JPG test_data\masks\DJI_1017_patch_03.JPG
test_data\images\DJI_1017_patch_04.JPG test_data\masks\DJI_1017_patch_04.JPG
test_data\images\DJI_1017_patch_05.JPG test_data\masks\DJI_1017_patch_05.JPG
test_data\images\DJI_1017_patch_06.JPG test_data\masks\DJI_1017_patch_06.JPG
test_data\images\DJI_1017_patch_10.JPG test_data\masks\DJI_1017_patch_10.JPG
test_data\images\DJI_1017_patch_11.JPG test_data\masks\DJI_1017_patch_11.JPG
test_data\images\DJI_1017_patch_12.JPG test_data\masks\DJI_1017_patch_12.JPG
test_data\images\DJI_1017_patch_13.JPG test_data\masks\DJI_1017_patch_13.JPG
test_data\images\DJI_1017_patch_14.JPG test_data\masks\DJI_1017_patch_14.JPG
test_data\images\DJI_1017_patch_15.JPG test_data\masks\DJI_1017_patch_15.JPG
test_data\images\DJI_1017_patch_16.JPG test_data\masks\DJI_1017_patch_16.JPG
test_data\images\DJI_1017_patch_20.JPG test_data\masks\DJI_1017_patch_20.JPG
test_data\images\DJI_1017_patch_21.JPG test_data\masks\DJI_1017_patch_21.JPG
test_data\images\DJI_1017_patch_22.JPG test_data\masks\DJI_1017_patch_22.JPG
test_data\images\DJI_1017_patch_23.JPG test_data\masks\DJI_1017_patch_23.JPG
test_data\images\DJI_1017_patch_24.JPG test_data\masks\DJI_1017_patch_24.JPG
test_data\images\DJI_1017_patch_25.JPG test_data\masks\DJI_1017_patch_25.JPG
test_data\images\DJI_1017_patch_26.JPG test_data\masks\DJI_1017_patch_26.JPG
test_data\images\DJI_1017_patch_30.JPG test_data\masks\DJI_1017_patch_30.JPG
test_data\images\DJI_1017_patch_31.JPG test_data\masks\DJI_1017_patch_31.JPG
test_data\images\DJI_1017_patch_32.JPG test_data\masks\DJI_1017_patch_32.JPG
test_data\images\DJI_1017_patch_33.JPG test_data\masks\DJI_1017_patch_33.JPG
test_data\images\DJI_1017_patch_34.JPG test_data\masks\DJI_1017_patch_34.JPG
test_data\images\DJI_1017_patch_35.JPG test_data\masks\DJI_1017_patch_35.JPG
test_data\images\DJI_1017_patch_36.JPG test_data\masks\DJI_1017_patch_36.JPG
test_data\images\DJI_1017_patch_40.JPG test_data\masks\DJI_1017_patch_40.JPG
test_data\images\DJI_1017_patch_41.JPG test_data\masks\DJI_1017_patch_41.JPG
test_data\images\DJI_1017_patch_42.JPG test_data\masks\DJI_1017_patch_42.JPG
test_data\images\DJI_1017_patch_43.JPG test_data\masks\DJI_1017_patch_43.JPG
test_data\images\DJI_1017_patch_44.JPG test_data\masks\DJI_1017_patch_44.JPG
test_data\images\DJI_1017_patch_45.JPG test_data\masks\DJI_1017_patch_45.JPG
test_data\images\DJI_1017_patch_46.JPG test_data\masks\DJI_1017_patch_46.JPG
test_data\images\DJI_1019_patch_00.JPG test_data\masks\DJI_1019_patch_00.JPG
test_data\images\DJI_1019_patch_01.JPG test_data\masks\DJI_1019_patch_01.JPG
test_data\images\DJI_1019_patch_02.JPG test_data\masks\DJI_1019_patch_02.JPG
test_data\images\DJI_1019_patch_03.JPG test_data\masks\DJI_1019_patch_03.JPG
test_data\images\DJI_1019_patch_04.JPG test_data\masks\DJI_1019_patch_04.JPG
test_data\images\DJI_1019_patch_05.JPG test_data\masks\DJI_1019_patch_05.JPG
test_data\images\DJI_1019_patch_06.JPG test_data\masks\DJI_1019_patch_06.JPG
test_data\images\DJI_1019_patch_10.JPG test_data\masks\DJI_1019_patch_10.JPG
test_data\images\DJI_1019_patch_11.JPG test_data\masks\DJI_1019_patch_11.JPG
test_data\images\DJI_1019_patch_12.JPG test_data\masks\DJI_1019_patch_12.JPG
test_data\images\DJI_1019_patch_13.JPG test_data\masks\DJI_1019_patch_13.JPG
test_data\images\DJI_1019_patch_14.JPG test_data\masks\DJI_1019_patch_14.JPG
test_data\images\DJI_1019_patch_15.JPG test_data\masks\DJI_1019_patch_15.JPG
test_data\images\DJI_1019_patch_16.JPG test_data\masks\DJI_1019_patch_16.JPG
test_data\images\DJI_1019_patch_20.JPG test_data\masks\DJI_1019_patch_20.JPG
test_data\images\DJI_1019_patch_21.JPG test_data\masks\DJI_1019_patch_21.JPG
test_data\images\DJI_1019_patch_22.JPG test_data\masks\DJI_1019_patch_22.JPG
test_data\images\DJI_1019_patch_23.JPG test_data\masks\DJI_1019_patch_23.JPG
test_data\images\DJI_1019_patch_24.JPG test_data\masks\DJI_1019_patch_24.JPG
test_data\images\DJI_1019_patch_25.JPG test_data\masks\DJI_1019_patch_25.JPG
test_data\images\DJI_1019_patch_26.JPG test_data\masks\DJI_1019_patch_26.JPG
test_data\images\DJI_1019_patch_30.JPG test_data\masks\DJI_1019_patch_30.JPG
test_data\images\DJI_1019_patch_31.JPG test_data\masks\DJI_1019_patch_31.JPG
test_data\images\DJI_1019_patch_32.JPG test_data\masks\DJI_1019_patch_32.JPG
test_data\images\DJI_1019_patch_33.JPG test_data\masks\DJI_1019_patch_33.JPG
test_data\images\DJI_1019_patch_34.JPG test_data\masks\DJI_1019_patch_34.JPG
test_data\images\DJI_1019_patch_35.JPG test_data\masks\DJI_1019_patch_35.JPG
test_data\images\DJI_1019_patch_36.JPG test_data\masks\DJI_1019_patch_36.JPG
test_data\images\DJI_1019_patch_40.JPG test_data\masks\DJI_1019_patch_40.JPG
test_data\images\DJI_1019_patch_41.JPG test_data\masks\DJI_1019_patch_41.JPG
test_data\images\DJI_1019_patch_42.JPG test_data\masks\DJI_1019_patch_42.JPG
test_data\images\DJI_1019_patch_43.JPG test_data\masks\DJI_1019_patch_43.JPG
test_data\images\DJI_1019_patch_44.JPG test_data\masks\DJI_1019_patch_44.JPG
test_data\images\DJI_1019_patch_45.JPG test_data\masks\DJI_1019_patch_45.JPG
test_data\images\DJI_1019_patch_46.JPG test_data\masks\DJI_1019_patch_46.JPG
test_data\images\DJI_1020_patch_00.JPG test_data\masks\DJI_1020_patch_00.JPG
test_data\images\DJI_1020_patch_01.JPG test_data\masks\DJI_1020_patch_01.JPG
test_data\images\DJI_1020_patch_02.JPG test_data\masks\DJI_1020_patch_02.JPG
test_data\images\DJI_1020_patch_03.JPG test_data\masks\DJI_1020_patch_03.JPG
test_data\images\DJI_1020_patch_04.JPG test_data\masks\DJI_1020_patch_04.JPG
test_data\images\DJI_1020_patch_05.JPG test_data\masks\DJI_1020_patch_05.JPG
test_data\images\DJI_1020_patch_06.JPG test_data\masks\DJI_1020_patch_06.JPG
test_data\images\DJI_1020_patch_10.JPG test_data\masks\DJI_1020_patch_10.JPG
test_data\images\DJI_1020_patch_11.JPG test_data\masks\DJI_1020_patch_11.JPG
test_data\images\DJI_1020_patch_12.JPG test_data\masks\DJI_1020_patch_12.JPG
test_data\images\DJI_1020_patch_13.JPG test_data\masks\DJI_1020_patch_13.JPG
test_data\images\DJI_1020_patch_14.JPG test_data\masks\DJI_1020_patch_14.JPG
test_data\images\DJI_1020_patch_15.JPG test_data\masks\DJI_1020_patch_15.JPG
test_data\images\DJI_1020_patch_16.JPG test_data\masks\DJI_1020_patch_16.JPG
test_data\images\DJI_1020_patch_20.JPG test_data\masks\DJI_1020_patch_20.JPG
test_data\images\DJI_1020_patch_21.JPG test_data\masks\DJI_1020_patch_21.JPG
test_data\images\DJI_1020_patch_22.JPG test_data\masks\DJI_1020_patch_22.JPG
test_data\images\DJI_1020_patch_23.JPG test_data\masks\DJI_1020_patch_23.JPG
test_data\images\DJI_1020_patch_24.JPG test_data\masks\DJI_1020_patch_24.JPG
test_data\images\DJI_1020_patch_25.JPG test_data\masks\DJI_1020_patch_25.JPG
test_data\images\DJI_1020_patch_26.JPG test_data\masks\DJI_1020_patch_26.JPG
test_data\images\DJI_1020_patch_30.JPG test_data\masks\DJI_1020_patch_30.JPG
test_data\images\DJI_1020_patch_31.JPG test_data\masks\DJI_1020_patch_31.JPG
test_data\images\DJI_1020_patch_32.JPG test_data\masks\DJI_1020_patch_32.JPG
test_data\images\DJI_1020_patch_33.JPG test_data\masks\DJI_1020_patch_33.JPG
test_data\images\DJI_1020_patch_34.JPG test_data\masks\DJI_1020_patch_34.JPG
test_data\images\DJI_1020_patch_35.JPG test_data\masks\DJI_1020_patch_35.JPG
test_data\images\DJI_1020_patch_36.JPG test_data\masks\DJI_1020_patch_36.JPG
test_data\images\DJI_1020_patch_40.JPG test_data\masks\DJI_1020_patch_40.JPG
test_data\images\DJI_1020_patch_41.JPG test_data\masks\DJI_1020_patch_41.JPG
test_data\images\DJI_1020_patch_42.JPG test_data\masks\DJI_1020_patch_42.JPG
test_data\images\DJI_1020_patch_43.JPG test_data\masks\DJI_1020_patch_43.JPG
test_data\images\DJI_1020_patch_44.JPG test_data\masks\DJI_1020_patch_44.JPG
test_data\images\DJI_1020_patch_45.JPG test_data\masks\DJI_1020_patch_45.JPG
test_data\images\DJI_1020_patch_46.JPG test_data\masks\DJI_1020_patch_46.JPG
test_data\images\DJI_1023_patch_00.JPG test_data\masks\DJI_1023_patch_00.JPG
test_data\images\DJI_1023_patch_01.JPG test_data\masks\DJI_1023_patch_01.JPG
test_data\images\DJI_1023_patch_02.JPG test_data\masks\DJI_1023_patch_02.JPG
test_data\images\DJI_1023_patch_03.JPG test_data\masks\DJI_1023_patch_03.JPG
test_data\images\DJI_1023_patch_04.JPG test_data\masks\DJI_1023_patch_04.JPG
test_data\images\DJI_1023_patch_05.JPG test_data\masks\DJI_1023_patch_05.JPG
test_data\images\DJI_1023_patch_06.JPG test_data\masks\DJI_1023_patch_06.JPG
test_data\images\DJI_1023_patch_10.JPG test_data\masks\DJI_1023_patch_10.JPG
test_data\images\DJI_1023_patch_11.JPG test_data\masks\DJI_1023_patch_11.JPG
test_data\images\DJI_1023_patch_12.JPG test_data\masks\DJI_1023_patch_12.JPG
test_data\images\DJI_1023_patch_13.JPG test_data\masks\DJI_1023_patch_13.JPG
test_data\images\DJI_1023_patch_14.JPG test_data\masks\DJI_1023_patch_14.JPG
test_data\images\DJI_1023_patch_15.JPG test_data\masks\DJI_1023_patch_15.JPG
test_data\images\DJI_1023_patch_16.JPG test_data\masks\DJI_1023_patch_16.JPG
test_data\images\DJI_1023_patch_20.JPG test_data\masks\DJI_1023_patch_20.JPG
test_data\images\DJI_1023_patch_21.JPG test_data\masks\DJI_1023_patch_21.JPG
test_data\images\DJI_1023_patch_22.JPG test_data\masks\DJI_1023_patch_22.JPG
test_data\images\DJI_1023_patch_23.JPG test_data\masks\DJI_1023_patch_23.JPG
test_data\images\DJI_1023_patch_24.JPG test_data\masks\DJI_1023_patch_24.JPG
test_data\images\DJI_1023_patch_25.JPG test_data\masks\DJI_1023_patch_25.JPG
test_data\images\DJI_1023_patch_26.JPG test_data\masks\DJI_1023_patch_26.JPG
test_data\images\DJI_1023_patch_30.JPG test_data\masks\DJI_1023_patch_30.JPG
test_data\images\DJI_1023_patch_31.JPG test_data\masks\DJI_1023_patch_31.JPG
test_data\images\DJI_1023_patch_32.JPG test_data\masks\DJI_1023_patch_32.JPG
test_data\images\DJI_1023_patch_33.JPG test_data\masks\DJI_1023_patch_33.JPG
test_data\images\DJI_1023_patch_34.JPG test_data\masks\DJI_1023_patch_34.JPG
test_data\images\DJI_1023_patch_35.JPG test_data\masks\DJI_1023_patch_35.JPG
test_data\images\DJI_1023_patch_36.JPG test_data\masks\DJI_1023_patch_36.JPG
test_data\images\DJI_1023_patch_40.JPG test_data\masks\DJI_1023_patch_40.JPG
test_data\images\DJI_1023_patch_41.JPG test_data\masks\DJI_1023_patch_41.JPG
test_data\images\DJI_1023_patch_42.JPG test_data\masks\DJI_1023_patch_42.JPG
test_data\images\DJI_1023_patch_43.JPG test_data\masks\DJI_1023_patch_43.JPG
test_data\images\DJI_1023_patch_44.JPG test_data\masks\DJI_1023_patch_44.JPG
test_data\images\DJI_1023_patch_45.JPG test_data\masks\DJI_1023_patch_45.JPG
test_data\images\DJI_1023_patch_46.JPG test_data\masks\DJI_1023_patch_46.JPG
test_data\images\DJI_1024_patch_00.JPG test_data\masks\DJI_1024_patch_00.JPG
test_data\images\DJI_1024_patch_01.JPG test_data\masks\DJI_1024_patch_01.JPG
test_data\images\DJI_1024_patch_02.JPG test_data\masks\DJI_1024_patch_02.JPG
test_data\images\DJI_1024_patch_03.JPG test_data\masks\DJI_1024_patch_03.JPG
test_data\images\DJI_1024_patch_04.JPG test_data\masks\DJI_1024_patch_04.JPG
test_data\images\DJI_1024_patch_05.JPG test_data\masks\DJI_1024_patch_05.JPG
