train_data\images\DJI_0008_patch_00.jpg train_data\masks\DJI_0008_patch_00.png
train_data\images\DJI_0589_patch_14.jpg train_data\masks\DJI_0589_patch_14.png
train_data\images\DJI_0589_patch_15.jpg train_data\masks\DJI_0589_patch_15.png
train_data\images\DJI_0589_patch_16.jpg train_data\masks\DJI_0589_patch_16.png
train_data\images\DJI_0589_patch_20.jpg train_data\masks\DJI_0589_patch_20.png
train_data\images\DJI_0589_patch_21.jpg train_data\masks\DJI_0589_patch_21.png
train_data\images\DJI_0589_patch_22.jpg train_data\masks\DJI_0589_patch_22.png
train_data\images\DJI_0589_patch_23.jpg train_data\masks\DJI_0589_patch_23.png
train_data\images\DJI_0589_patch_24.jpg train_data\masks\DJI_0589_patch_24.png
train_data\images\DJI_0589_patch_25.jpg train_data\masks\DJI_0589_patch_25.png
train_data\images\DJI_0589_patch_26.jpg train_data\masks\DJI_0589_patch_26.png
train_data\images\DJI_0589_patch_30.jpg train_data\masks\DJI_0589_patch_30.png
train_data\images\DJI_0589_patch_31.jpg train_data\masks\DJI_0589_patch_31.png
train_data\images\DJI_0589_patch_32.jpg train_data\masks\DJI_0589_patch_32.png
train_data\images\DJI_0589_patch_33.jpg train_data\masks\DJI_0589_patch_33.png
train_data\images\DJI_0589_patch_34.jpg train_data\masks\DJI_0589_patch_34.png
train_data\images\DJI_0589_patch_35.jpg train_data\masks\DJI_0589_patch_35.png
train_data\images\DJI_0589_patch_36.jpg train_data\masks\DJI_0589_patch_36.png
train_data\images\DJI_0589_patch_40.jpg train_data\masks\DJI_0589_patch_40.png
train_data\images\DJI_0589_patch_41.jpg train_data\masks\DJI_0589_patch_41.png
train_data\images\DJI_0589_patch_42.jpg train_data\masks\DJI_0589_patch_42.png
train_data\images\DJI_0589_patch_43.jpg train_data\masks\DJI_0589_patch_43.png
train_data\images\DJI_0589_patch_44.jpg train_data\masks\DJI_0589_patch_44.png
train_data\images\DJI_0589_patch_45.jpg train_data\masks\DJI_0589_patch_45.png
train_data\images\DJI_0589_patch_46.jpg train_data\masks\DJI_0589_patch_46.png
train_data\images\DJI_0590_patch_00.jpg train_data\masks\DJI_0590_patch_00.png
train_data\images\DJI_0590_patch_01.jpg train_data\masks\DJI_0590_patch_01.png
train_data\images\DJI_0590_patch_02.jpg train_data\masks\DJI_0590_patch_02.png
train_data\images\DJI_0590_patch_03.jpg train_data\masks\DJI_0590_patch_03.png
train_data\images\DJI_0590_patch_04.jpg train_data\masks\DJI_0590_patch_04.png
train_data\images\DJI_0590_patch_05.jpg train_data\masks\DJI_0590_patch_05.png
train_data\images\DJI_0590_patch_06.jpg train_data\masks\DJI_0590_patch_06.png
train_data\images\DJI_0590_patch_10.jpg train_data\masks\DJI_0590_patch_10.png
train_data\images\DJI_0590_patch_11.jpg train_data\masks\DJI_0590_patch_11.png
train_data\images\DJI_0590_patch_12.jpg train_data\masks\DJI_0590_patch_12.png
train_data\images\DJI_0590_patch_13.jpg train_data\masks\DJI_0590_patch_13.png
train_data\images\DJI_0590_patch_14.jpg train_data\masks\DJI_0590_patch_14.png
train_data\images\DJI_0590_patch_15.jpg train_data\masks\DJI_0590_patch_15.png
train_data\images\DJI_0590_patch_16.jpg train_data\masks\DJI_0590_patch_16.png
train_data\images\DJI_0590_patch_20.jpg train_data\masks\DJI_0590_patch_20.png
train_data\images\DJI_0590_patch_21.jpg train_data\masks\DJI_0590_patch_21.png
train_data\images\DJI_0590_patch_22.jpg train_data\masks\DJI_0590_patch_22.png
train_data\images\DJI_0590_patch_23.jpg train_data\masks\DJI_0590_patch_23.png
train_data\images\DJI_0590_patch_24.jpg train_data\masks\DJI_0590_patch_24.png
train_data\images\DJI_0590_patch_25.jpg train_data\masks\DJI_0590_patch_25.png
train_data\images\DJI_0590_patch_26.jpg train_data\masks\DJI_0590_patch_26.png
train_data\images\DJI_0590_patch_30.jpg train_data\masks\DJI_0590_patch_30.png
train_data\images\DJI_0590_patch_31.jpg train_data\masks\DJI_0590_patch_31.png
train_data\images\DJI_0590_patch_32.jpg train_data\masks\DJI_0590_patch_32.png
train_data\images\DJI_0590_patch_33.jpg train_data\masks\DJI_0590_patch_33.png
train_data\images\DJI_0590_patch_34.jpg train_data\masks\DJI_0590_patch_34.png
train_data\images\DJI_0590_patch_35.jpg train_data\masks\DJI_0590_patch_35.png
train_data\images\DJI_0590_patch_36.jpg train_data\masks\DJI_0590_patch_36.png
train_data\images\DJI_0590_patch_40.jpg train_data\masks\DJI_0590_patch_40.png
train_data\images\DJI_0590_patch_41.jpg train_data\masks\DJI_0590_patch_41.png
train_data\images\DJI_0590_patch_42.jpg train_data\masks\DJI_0590_patch_42.png
train_data\images\DJI_0590_patch_43.jpg train_data\masks\DJI_0590_patch_43.png
train_data\images\DJI_0590_patch_44.jpg train_data\masks\DJI_0590_patch_44.png
train_data\images\DJI_0590_patch_45.jpg train_data\masks\DJI_0590_patch_45.png
train_data\images\DJI_0590_patch_46.jpg train_data\masks\DJI_0590_patch_46.png
train_data\images\DJI_0597_patch_00.jpg train_data\masks\DJI_0597_patch_00.png
train_data\images\DJI_0597_patch_01.jpg train_data\masks\DJI_0597_patch_01.png
train_data\images\DJI_0597_patch_02.jpg train_data\masks\DJI_0597_patch_02.png
train_data\images\DJI_0597_patch_03.jpg train_data\masks\DJI_0597_patch_03.png
train_data\images\DJI_0597_patch_04.jpg train_data\masks\DJI_0597_patch_04.png
train_data\images\DJI_0597_patch_05.jpg train_data\masks\DJI_0597_patch_05.png
train_data\images\DJI_0597_patch_06.jpg train_data\masks\DJI_0597_patch_06.png
train_data\images\DJI_0597_patch_10.jpg train_data\masks\DJI_0597_patch_10.png
train_data\images\DJI_0597_patch_11.jpg train_data\masks\DJI_0597_patch_11.png
train_data\images\DJI_0597_patch_12.jpg train_data\masks\DJI_0597_patch_12.png
train_data\images\DJI_0597_patch_13.jpg train_data\masks\DJI_0597_patch_13.png
train_data\images\DJI_0597_patch_14.jpg train_data\masks\DJI_0597_patch_14.png
train_data\images\DJI_0597_patch_15.jpg train_data\masks\DJI_0597_patch_15.png
train_data\images\DJI_0597_patch_16.jpg train_data\masks\DJI_0597_patch_16.png
train_data\images\DJI_0597_patch_20.jpg train_data\masks\DJI_0597_patch_20.png
train_data\images\DJI_0597_patch_21.jpg train_data\masks\DJI_0597_patch_21.png
train_data\images\DJI_0597_patch_22.jpg train_data\masks\DJI_0597_patch_22.png
train_data\images\DJI_0597_patch_23.jpg train_data\masks\DJI_0597_patch_23.png
train_data\images\DJI_0597_patch_24.jpg train_data\masks\DJI_0597_patch_24.png
train_data\images\DJI_0597_patch_25.jpg train_data\masks\DJI_0597_patch_25.png
train_data\images\DJI_0597_patch_26.jpg train_data\masks\DJI_0597_patch_26.png
train_data\images\DJI_0597_patch_30.jpg train_data\masks\DJI_0597_patch_30.png
train_data\images\DJI_0597_patch_31.jpg train_data\masks\DJI_0597_patch_31.png
train_data\images\DJI_0597_patch_32.jpg train_data\masks\DJI_0597_patch_32.png
train_data\images\DJI_0597_patch_33.jpg train_data\masks\DJI_0597_patch_33.png
train_data\images\DJI_0597_patch_34.jpg train_data\masks\DJI_0597_patch_34.png
train_data\images\DJI_0597_patch_35.jpg train_data\masks\DJI_0597_patch_35.png
train_data\images\DJI_0597_patch_36.jpg train_data\masks\DJI_0597_patch_36.png
train_data\images\DJI_0597_patch_40.jpg train_data\masks\DJI_0597_patch_40.png
train_data\images\DJI_0597_patch_41.jpg train_data\masks\DJI_0597_patch_41.png
train_data\images\DJI_0597_patch_42.jpg train_data\masks\DJI_0597_patch_42.png
train_data\images\DJI_0597_patch_43.jpg train_data\masks\DJI_0597_patch_43.png
train_data\images\DJI_0597_patch_44.jpg train_data\masks\DJI_0597_patch_44.png
train_data\images\DJI_0597_patch_45.jpg train_data\masks\DJI_0597_patch_45.png
train_data\images\DJI_0597_patch_46.jpg train_data\masks\DJI_0597_patch_46.png
train_data\images\DJI_0646_patch_00.jpg train_data\masks\DJI_0646_patch_00.png
train_data\images\DJI_0646_patch_01.jpg train_data\masks\DJI_0646_patch_01.png
train_data\images\DJI_0646_patch_02.jpg train_data\masks\DJI_0646_patch_02.png
train_data\images\DJI_0646_patch_03.jpg train_data\masks\DJI_0646_patch_03.png
train_data\images\DJI_0646_patch_04.jpg train_data\masks\DJI_0646_patch_04.png
train_data\images\DJI_0646_patch_05.jpg train_data\masks\DJI_0646_patch_05.png
train_data\images\DJI_0646_patch_06.jpg train_data\masks\DJI_0646_patch_06.png
train_data\images\DJI_0646_patch_10.jpg train_data\masks\DJI_0646_patch_10.png
train_data\images\DJI_0646_patch_11.jpg train_data\masks\DJI_0646_patch_11.png
train_data\images\DJI_0646_patch_12.jpg train_data\masks\DJI_0646_patch_12.png
train_data\images\DJI_0646_patch_13.jpg train_data\masks\DJI_0646_patch_13.png
train_data\images\DJI_0646_patch_14.jpg train_data\masks\DJI_0646_patch_14.png
train_data\images\DJI_0646_patch_15.jpg train_data\masks\DJI_0646_patch_15.png
train_data\images\DJI_0646_patch_16.jpg train_data\masks\DJI_0646_patch_16.png
train_data\images\DJI_0646_patch_20.jpg train_data\masks\DJI_0646_patch_20.png
train_data\images\DJI_0646_patch_21.jpg train_data\masks\DJI_0646_patch_21.png
train_data\images\DJI_0646_patch_22.jpg train_data\masks\DJI_0646_patch_22.png
train_data\images\DJI_0646_patch_23.jpg train_data\masks\DJI_0646_patch_23.png
train_data\images\DJI_0646_patch_24.jpg train_data\masks\DJI_0646_patch_24.png
train_data\images\DJI_0646_patch_25.jpg train_data\masks\DJI_0646_patch_25.png
train_data\images\DJI_0646_patch_26.jpg train_data\masks\DJI_0646_patch_26.png
train_data\images\DJI_0646_patch_30.jpg train_data\masks\DJI_0646_patch_30.png
train_data\images\DJI_0646_patch_31.jpg train_data\masks\DJI_0646_patch_31.png
train_data\images\DJI_0646_patch_32.jpg train_data\masks\DJI_0646_patch_32.png
train_data\images\DJI_0646_patch_33.jpg train_data\masks\DJI_0646_patch_33.png
train_data\images\DJI_0646_patch_34.jpg train_data\masks\DJI_0646_patch_34.png
train_data\images\DJI_0646_patch_35.jpg train_data\masks\DJI_0646_patch_35.png
train_data\images\DJI_0646_patch_36.jpg train_data\masks\DJI_0646_patch_36.png
train_data\images\DJI_0646_patch_40.jpg train_data\masks\DJI_0646_patch_40.png
train_data\images\DJI_0646_patch_41.jpg train_data\masks\DJI_0646_patch_41.png
train_data\images\DJI_0646_patch_42.jpg train_data\masks\DJI_0646_patch_42.png
train_data\images\DJI_0646_patch_43.jpg train_data\masks\DJI_0646_patch_43.png
train_data\images\DJI_0646_patch_44.jpg train_data\masks\DJI_0646_patch_44.png
train_data\images\DJI_0646_patch_45.jpg train_data\masks\DJI_0646_patch_45.png
train_data\images\DJI_0646_patch_46.jpg train_data\masks\DJI_0646_patch_46.png
train_data\images\DJI_0679_patch_00.jpg train_data\masks\DJI_0679_patch_00.png
train_data\images\DJI_0679_patch_01.jpg train_data\masks\DJI_0679_patch_01.png
train_data\images\DJI_0679_patch_02.jpg train_data\masks\DJI_0679_patch_02.png
train_data\images\DJI_0679_patch_03.jpg train_data\masks\DJI_0679_patch_03.png
train_data\images\DJI_0679_patch_04.jpg train_data\masks\DJI_0679_patch_04.png
train_data\images\DJI_0679_patch_05.jpg train_data\masks\DJI_0679_patch_05.png
train_data\images\DJI_0679_patch_06.jpg train_data\masks\DJI_0679_patch_06.png
train_data\images\DJI_0679_patch_10.jpg train_data\masks\DJI_0679_patch_10.png
train_data\images\DJI_0679_patch_11.jpg train_data\masks\DJI_0679_patch_11.png
train_data\images\DJI_0679_patch_12.jpg train_data\masks\DJI_0679_patch_12.png
train_data\images\DJI_0679_patch_13.jpg train_data\masks\DJI_0679_patch_13.png
train_data\images\DJI_0679_patch_14.jpg train_data\masks\DJI_0679_patch_14.png
train_data\images\DJI_0679_patch_15.jpg train_data\masks\DJI_0679_patch_15.png
train_data\images\DJI_0679_patch_16.jpg train_data\masks\DJI_0679_patch_16.png
train_data\images\DJI_0679_patch_20.jpg train_data\masks\DJI_0679_patch_20.png
train_data\images\DJI_0679_patch_21.jpg train_data\masks\DJI_0679_patch_21.png
train_data\images\DJI_0679_patch_22.jpg train_data\masks\DJI_0679_patch_22.png
train_data\images\DJI_0679_patch_23.jpg train_data\masks\DJI_0679_patch_23.png
train_data\images\DJI_0679_patch_24.jpg train_data\masks\DJI_0679_patch_24.png
train_data\images\DJI_0679_patch_25.jpg train_data\masks\DJI_0679_patch_25.png
train_data\images\DJI_0679_patch_26.jpg train_data\masks\DJI_0679_patch_26.png
train_data\images\DJI_0679_patch_30.jpg train_data\masks\DJI_0679_patch_30.png
train_data\images\DJI_0679_patch_31.jpg train_data\masks\DJI_0679_patch_31.png
train_data\images\DJI_0679_patch_32.jpg train_data\masks\DJI_0679_patch_32.png
train_data\images\DJI_0679_patch_33.jpg train_data\masks\DJI_0679_patch_33.png
train_data\images\DJI_0679_patch_34.jpg train_data\masks\DJI_0679_patch_34.png
train_data\images\DJI_0679_patch_35.jpg train_data\masks\DJI_0679_patch_35.png
train_data\images\DJI_0679_patch_36.jpg train_data\masks\DJI_0679_patch_36.png
train_data\images\DJI_0679_patch_40.jpg train_data\masks\DJI_0679_patch_40.png
train_data\images\DJI_0679_patch_41.jpg train_data\masks\DJI_0679_patch_41.png
train_data\images\DJI_0679_patch_42.jpg train_data\masks\DJI_0679_patch_42.png
train_data\images\DJI_0679_patch_43.jpg train_data\masks\DJI_0679_patch_43.png
train_data\images\DJI_0679_patch_44.jpg train_data\masks\DJI_0679_patch_44.png
train_data\images\DJI_0679_patch_45.jpg train_data\masks\DJI_0679_patch_45.png
train_data\images\DJI_0679_patch_46.jpg train_data\masks\DJI_0679_patch_46.png
train_data\images\DJI_0680_patch_00.jpg train_data\masks\DJI_0680_patch_00.png
train_data\images\DJI_0680_patch_01.jpg train_data\masks\DJI_0680_patch_01.png
train_data\images\DJI_0680_patch_02.jpg train_data\masks\DJI_0680_patch_02.png
train_data\images\DJI_0680_patch_03.jpg train_data\masks\DJI_0680_patch_03.png
train_data\images\DJI_0680_patch_04.jpg train_data\masks\DJI_0680_patch_04.png
train_data\images\DJI_0680_patch_05.jpg train_data\masks\DJI_0680_patch_05.png
train_data\images\DJI_0680_patch_06.jpg train_data\masks\DJI_0680_patch_06.png
train_data\images\DJI_0680_patch_10.jpg train_data\masks\DJI_0680_patch_10.png
train_data\images\DJI_0680_patch_11.jpg train_data\masks\DJI_0680_patch_11.png
train_data\images\DJI_0680_patch_12.jpg train_data\masks\DJI_0680_patch_12.png
train_data\images\DJI_0680_patch_13.jpg train_data\masks\DJI_0680_patch_13.png
train_data\images\DJI_0680_patch_14.jpg train_data\masks\DJI_0680_patch_14.png
train_data\images\DJI_0680_patch_15.jpg train_data\masks\DJI_0680_patch_15.png
train_data\images\DJI_0680_patch_16.jpg train_data\masks\DJI_0680_patch_16.png
train_data\images\DJI_0680_patch_20.jpg train_data\masks\DJI_0680_patch_20.png
train_data\images\DJI_0680_patch_21.jpg train_data\masks\DJI_0680_patch_21.png
train_data\images\DJI_0680_patch_22.jpg train_data\masks\DJI_0680_patch_22.png
train_data\images\DJI_0680_patch_23.jpg train_data\masks\DJI_0680_patch_23.png
train_data\images\DJI_0680_patch_24.jpg train_data\masks\DJI_0680_patch_24.png
train_data\images\DJI_0680_patch_25.jpg train_data\masks\DJI_0680_patch_25.png
train_data\images\DJI_0680_patch_26.jpg train_data\masks\DJI_0680_patch_26.png
train_data\images\DJI_0680_patch_30.jpg train_data\masks\DJI_0680_patch_30.png
train_data\images\DJI_0680_patch_31.jpg train_data\masks\DJI_0680_patch_31.png
train_data\images\DJI_0680_patch_32.jpg train_data\masks\DJI_0680_patch_32.png
train_data\images\DJI_0680_patch_33.jpg train_data\masks\DJI_0680_patch_33.png
train_data\images\DJI_0680_patch_34.jpg train_data\masks\DJI_0680_patch_34.png
train_data\images\DJI_0680_patch_35.jpg train_data\masks\DJI_0680_patch_35.png
train_data\images\DJI_0680_patch_36.jpg train_data\masks\DJI_0680_patch_36.png
train_data\images\DJI_0680_patch_40.jpg train_data\masks\DJI_0680_patch_40.png
train_data\images\DJI_0680_patch_41.jpg train_data\masks\DJI_0680_patch_41.png
train_data\images\DJI_0680_patch_42.jpg train_data\masks\DJI_0680_patch_42.png
train_data\images\DJI_0680_patch_43.jpg train_data\masks\DJI_0680_patch_43.png
train_data\images\DJI_0680_patch_44.jpg train_data\masks\DJI_0680_patch_44.png
train_data\images\DJI_0680_patch_45.jpg train_data\masks\DJI_0680_patch_45.png
train_data\images\DJI_0680_patch_46.jpg train_data\masks\DJI_0680_patch_46.png
train_data\images\DJI_0683_patch_00.jpg train_data\masks\DJI_0683_patch_00.png
train_data\images\DJI_0683_patch_01.jpg train_data\masks\DJI_0683_patch_01.png
train_data\images\DJI_0683_patch_02.jpg train_data\masks\DJI_0683_patch_02.png
train_data\images\DJI_0683_patch_03.jpg train_data\masks\DJI_0683_patch_03.png
train_data\images\DJI_0683_patch_04.jpg train_data\masks\DJI_0683_patch_04.png
train_data\images\DJI_0683_patch_05.jpg train_data\masks\DJI_0683_patch_05.png
train_data\images\DJI_0683_patch_06.jpg train_data\masks\DJI_0683_patch_06.png
train_data\images\DJI_0683_patch_10.jpg train_data\masks\DJI_0683_patch_10.png
train_data\images\DJI_0683_patch_11.jpg train_data\masks\DJI_0683_patch_11.png
train_data\images\DJI_0683_patch_12.jpg train_data\masks\DJI_0683_patch_12.png
train_data\images\DJI_0683_patch_13.jpg train_data\masks\DJI_0683_patch_13.png
train_data\images\DJI_0683_patch_14.jpg train_data\masks\DJI_0683_patch_14.png
train_data\images\DJI_0683_patch_15.jpg train_data\masks\DJI_0683_patch_15.png
train_data\images\DJI_0683_patch_16.jpg train_data\masks\DJI_0683_patch_16.png
train_data\images\DJI_0683_patch_20.jpg train_data\masks\DJI_0683_patch_20.png
train_data\images\DJI_0683_patch_21.jpg train_data\masks\DJI_0683_patch_21.png
train_data\images\DJI_0683_patch_22.jpg train_data\masks\DJI_0683_patch_22.png
train_data\images\DJI_0683_patch_23.jpg train_data\masks\DJI_0683_patch_23.png
train_data\images\DJI_0683_patch_24.jpg train_data\masks\DJI_0683_patch_24.png
train_data\images\DJI_0683_patch_25.jpg train_data\masks\DJI_0683_patch_25.png
train_data\images\DJI_0683_patch_26.jpg train_data\masks\DJI_0683_patch_26.png
train_data\images\DJI_0683_patch_30.jpg train_data\masks\DJI_0683_patch_30.png
train_data\images\DJI_0683_patch_31.jpg train_data\masks\DJI_0683_patch_31.png
train_data\images\DJI_0683_patch_32.jpg train_data\masks\DJI_0683_patch_32.png
train_data\images\DJI_0683_patch_33.jpg train_data\masks\DJI_0683_patch_33.png
train_data\images\DJI_0683_patch_34.jpg train_data\masks\DJI_0683_patch_34.png
train_data\images\DJI_0683_patch_35.jpg train_data\masks\DJI_0683_patch_35.png
train_data\images\DJI_0683_patch_36.jpg train_data\masks\DJI_0683_patch_36.png
train_data\images\DJI_0683_patch_40.jpg train_data\masks\DJI_0683_patch_40.png
train_data\images\DJI_0683_patch_41.jpg train_data\masks\DJI_0683_patch_41.png
train_data\images\DJI_0683_patch_42.jpg train_data\masks\DJI_0683_patch_42.png
train_data\images\DJI_0683_patch_43.jpg train_data\masks\DJI_0683_patch_43.png
train_data\images\DJI_0683_patch_44.jpg train_data\masks\DJI_0683_patch_44.png
train_data\images\DJI_0683_patch_45.jpg train_data\masks\DJI_0683_patch_45.png
train_data\images\DJI_0683_patch_46.jpg train_data\masks\DJI_0683_patch_46.png
train_data\images\DJI_0693_patch_00.jpg train_data\masks\DJI_0693_patch_00.png
train_data\images\DJI_0693_patch_01.jpg train_data\masks\DJI_0693_patch_01.png
train_data\images\DJI_0693_patch_02.jpg train_data\masks\DJI_0693_patch_02.png
train_data\images\DJI_0693_patch_03.jpg train_data\masks\DJI_0693_patch_03.png
train_data\images\DJI_0693_patch_04.jpg train_data\masks\DJI_0693_patch_04.png
train_data\images\DJI_0693_patch_05.jpg train_data\masks\DJI_0693_patch_05.png
train_data\images\DJI_0693_patch_06.jpg train_data\masks\DJI_0693_patch_06.png
train_data\images\DJI_0693_patch_10.jpg train_data\masks\DJI_0693_patch_10.png
train_data\images\DJI_0693_patch_11.jpg train_data\masks\DJI_0693_patch_11.png
train_data\images\DJI_0693_patch_12.jpg train_data\masks\DJI_0693_patch_12.png
train_data\images\DJI_0693_patch_13.jpg train_data\masks\DJI_0693_patch_13.png
train_data\images\DJI_0693_patch_14.jpg train_data\masks\DJI_0693_patch_14.png
train_data\images\DJI_0693_patch_15.jpg train_data\masks\DJI_0693_patch_15.png
train_data\images\DJI_0693_patch_16.jpg train_data\masks\DJI_0693_patch_16.png
train_data\images\DJI_0693_patch_20.jpg train_data\masks\DJI_0693_patch_20.png
train_data\images\DJI_0693_patch_21.jpg train_data\masks\DJI_0693_patch_21.png
train_data\images\DJI_0693_patch_22.jpg train_data\masks\DJI_0693_patch_22.png
train_data\images\DJI_0693_patch_23.jpg train_data\masks\DJI_0693_patch_23.png
train_data\images\DJI_0693_patch_24.jpg train_data\masks\DJI_0693_patch_24.png
train_data\images\DJI_0693_patch_25.jpg train_data\masks\DJI_0693_patch_25.png
train_data\images\DJI_0693_patch_26.jpg train_data\masks\DJI_0693_patch_26.png
train_data\images\DJI_0693_patch_30.jpg train_data\masks\DJI_0693_patch_30.png
train_data\images\DJI_0693_patch_31.jpg train_data\masks\DJI_0693_patch_31.png
train_data\images\DJI_0693_patch_32.jpg train_data\masks\DJI_0693_patch_32.png
train_data\images\DJI_0693_patch_33.jpg train_data\masks\DJI_0693_patch_33.png
train_data\images\DJI_0693_patch_34.jpg train_data\masks\DJI_0693_patch_34.png
train_data\images\DJI_0693_patch_35.jpg train_data\masks\DJI_0693_patch_35.png
train_data\images\DJI_0693_patch_36.jpg train_data\masks\DJI_0693_patch_36.png
train_data\images\DJI_0693_patch_40.jpg train_data\masks\DJI_0693_patch_40.png
train_data\images\DJI_0693_patch_41.jpg train_data\masks\DJI_0693_patch_41.png
train_data\images\DJI_0693_patch_42.jpg train_data\masks\DJI_0693_patch_42.png
train_data\images\DJI_0693_patch_43.jpg train_data\masks\DJI_0693_patch_43.png
train_data\images\DJI_0693_patch_44.jpg train_data\masks\DJI_0693_patch_44.png
train_data\images\DJI_0693_patch_45.jpg train_data\masks\DJI_0693_patch_45.png
train_data\images\DJI_0693_patch_46.jpg train_data\masks\DJI_0693_patch_46.png
train_data\images\DJI_0711_patch_00.jpg train_data\masks\DJI_0711_patch_00.png
train_data\images\DJI_0711_patch_01.jpg train_data\masks\DJI_0711_patch_01.png
train_data\images\DJI_0711_patch_02.jpg train_data\masks\DJI_0711_patch_02.png
train_data\images\DJI_0711_patch_03.jpg train_data\masks\DJI_0711_patch_03.png
train_data\images\DJI_0711_patch_04.jpg train_data\masks\DJI_0711_patch_04.png
train_data\images\DJI_0711_patch_05.jpg train_data\masks\DJI_0711_patch_05.png
train_data\images\DJI_0711_patch_06.jpg train_data\masks\DJI_0711_patch_06.png
train_data\images\DJI_0711_patch_10.jpg train_data\masks\DJI_0711_patch_10.png
train_data\images\DJI_0711_patch_11.jpg train_data\masks\DJI_0711_patch_11.png
train_data\images\DJI_0711_patch_12.jpg train_data\masks\DJI_0711_patch_12.png
train_data\images\DJI_0711_patch_13.jpg train_data\masks\DJI_0711_patch_13.png
train_data\images\DJI_0711_patch_14.jpg train_data\masks\DJI_0711_patch_14.png
train_data\images\DJI_0711_patch_15.jpg train_data\masks\DJI_0711_patch_15.png
train_data\images\DJI_0711_patch_16.jpg train_data\masks\DJI_0711_patch_16.png
train_data\images\DJI_0711_patch_20.jpg train_data\masks\DJI_0711_patch_20.png
train_data\images\DJI_0711_patch_21.jpg train_data\masks\DJI_0711_patch_21.png
train_data\images\DJI_0711_patch_22.jpg train_data\masks\DJI_0711_patch_22.png
train_data\images\DJI_0711_patch_23.jpg train_data\masks\DJI_0711_patch_23.png
train_data\images\DJI_0711_patch_24.jpg train_data\masks\DJI_0711_patch_24.png
train_data\images\DJI_0711_patch_25.jpg train_data\masks\DJI_0711_patch_25.png
train_data\images\DJI_0711_patch_26.jpg train_data\masks\DJI_0711_patch_26.png
train_data\images\DJI_0711_patch_30.jpg train_data\masks\DJI_0711_patch_30.png
train_data\images\DJI_0711_patch_31.jpg train_data\masks\DJI_0711_patch_31.png
train_data\images\DJI_0711_patch_32.jpg train_data\masks\DJI_0711_patch_32.png
train_data\images\DJI_0711_patch_33.jpg train_data\masks\DJI_0711_patch_33.png
train_data\images\DJI_0711_patch_34.jpg train_data\masks\DJI_0711_patch_34.png
train_data\images\DJI_0711_patch_35.jpg train_data\masks\DJI_0711_patch_35.png
train_data\images\DJI_0711_patch_36.jpg train_data\masks\DJI_0711_patch_36.png
train_data\images\DJI_0711_patch_40.jpg train_data\masks\DJI_0711_patch_40.png
train_data\images\DJI_0711_patch_41.jpg train_data\masks\DJI_0711_patch_41.png
train_data\images\DJI_0711_patch_42.jpg train_data\masks\DJI_0711_patch_42.png
train_data\images\DJI_0711_patch_43.jpg train_data\masks\DJI_0711_patch_43.png
train_data\images\DJI_0711_patch_44.jpg train_data\masks\DJI_0711_patch_44.png
train_data\images\DJI_0711_patch_45.jpg train_data\masks\DJI_0711_patch_45.png
train_data\images\DJI_0711_patch_46.jpg train_data\masks\DJI_0711_patch_46.png
train_data\images\DJI_0715_patch_00.jpg train_data\masks\DJI_0715_patch_00.png
train_data\images\DJI_0715_patch_01.jpg train_data\masks\DJI_0715_patch_01.png
train_data\images\DJI_0715_patch_02.jpg train_data\masks\DJI_0715_patch_02.png
train_data\images\DJI_0715_patch_03.jpg train_data\masks\DJI_0715_patch_03.png
train_data\images\DJI_0715_patch_04.jpg train_data\masks\DJI_0715_patch_04.png
train_data\images\DJI_0715_patch_05.jpg train_data\masks\DJI_0715_patch_05.png
train_data\images\DJI_0715_patch_06.jpg train_data\masks\DJI_0715_patch_06.png
train_data\images\DJI_0715_patch_10.jpg train_data\masks\DJI_0715_patch_10.png
train_data\images\DJI_0715_patch_11.jpg train_data\masks\DJI_0715_patch_11.png
train_data\images\DJI_0715_patch_12.jpg train_data\masks\DJI_0715_patch_12.png
train_data\images\DJI_0715_patch_13.jpg train_data\masks\DJI_0715_patch_13.png
train_data\images\DJI_0715_patch_14.jpg train_data\masks\DJI_0715_patch_14.png
train_data\images\DJI_0715_patch_15.jpg train_data\masks\DJI_0715_patch_15.png
train_data\images\DJI_0715_patch_16.jpg train_data\masks\DJI_0715_patch_16.png
train_data\images\DJI_0715_patch_20.jpg train_data\masks\DJI_0715_patch_20.png
train_data\images\DJI_0715_patch_21.jpg train_data\masks\DJI_0715_patch_21.png
train_data\images\DJI_0715_patch_22.jpg train_data\masks\DJI_0715_patch_22.png
train_data\images\DJI_0715_patch_23.jpg train_data\masks\DJI_0715_patch_23.png
train_data\images\DJI_0715_patch_24.jpg train_data\masks\DJI_0715_patch_24.png
train_data\images\DJI_0715_patch_25.jpg train_data\masks\DJI_0715_patch_25.png
train_data\images\DJI_0715_patch_26.jpg train_data\masks\DJI_0715_patch_26.png
train_data\images\DJI_0715_patch_30.jpg train_data\masks\DJI_0715_patch_30.png
train_data\images\DJI_0715_patch_31.jpg train_data\masks\DJI_0715_patch_31.png
train_data\images\DJI_0715_patch_32.jpg train_data\masks\DJI_0715_patch_32.png
train_data\images\DJI_0715_patch_33.jpg train_data\masks\DJI_0715_patch_33.png
train_data\images\DJI_0715_patch_34.jpg train_data\masks\DJI_0715_patch_34.png
train_data\images\DJI_0715_patch_35.jpg train_data\masks\DJI_0715_patch_35.png
train_data\images\DJI_0715_patch_36.jpg train_data\masks\DJI_0715_patch_36.png
